,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
207,2.0,18.0,27706.0,2.0,1.0,51.0,4.0,0.0,0.0,4.0,2.0,6.0,2.0,1.0,1.0,1.0
208,6.0,30.0,27705.0,1.0,3.0,65.0,3.0,0.0,0.0,4.0,5.0,7.0,3.0,1.0,2.0,9.0
209,1.0,28.0,27707.0,0.0,2.0,57.0,0.0,1.0,0.0,3.0,1.0,2.0,5.0,3.0,1.0,9.0
210,8.0,20.0,27707.0,0.0,2.0,28.0,4.0,1.0,0.0,4.0,4.0,9.0,3.0,5.0,1.0,1.0
211,2.0,23.0,27705.0,0.0,0.0,84.0,3.0,0.0,0.0,5.0,5.0,8.0,4.0,5.0,4.0,0.0
212,11.0,29.0,27707.0,0.0,0.0,35.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,4.0,4.0,1.0
213,4.0,27.0,27707.0,0.0,3.0,27.0,2.0,1.0,0.0,1.0,3.0,6.0,3.0,5.0,1.0,2.0
214,4.0,26.0,27707.0,0.0,2.0,47.0,3.0,0.0,0.0,2.0,4.0,2.0,3.0,2.0,1.0,8.0
215,4.0,21.0,27706.0,2.0,3.0,63.0,1.0,1.0,0.0,1.0,5.0,5.0,2.0,3.0,2.0,6.0
216,8.0,23.0,27705.0,0.0,4.0,57.0,3.0,0.0,0.0,2.0,3.0,8.0,5.0,4.0,4.0,0.0
217,1.0,26.0,27705.0,0.0,1.0,89.0,4.0,1.0,0.0,5.0,1.0,8.0,5.0,5.0,1.0,10.0
218,6.0,27.0,27707.0,2.0,1.0,34.0,3.0,1.0,0.0,3.0,1.0,4.0,3.0,5.0,4.0,1.0
219,4.0,21.0,27705.0,0.0,2.0,46.0,1.0,1.0,0.0,4.0,1.0,10.0,2.0,5.0,1.0,4.0
220,5.0,18.0,27705.0,0.0,3.0,67.0,3.0,1.0,0.0,2.0,2.0,10.0,4.0,5.0,5.0,1.0
221,6.0,28.0,27706.0,0.0,4.0,19.0,4.0,1.0,0.0,4.0,2.0,3.0,0.0,1.0,1.0,10.0
222,11.0,22.0,27705.0,0.0,3.0,58.0,4.0,0.0,0.0,1.0,3.0,5.0,1.0,3.0,3.0,8.0
223,7.0,23.0,27706.0,1.0,4.0,52.0,0.0,0.0,0.0,5.0,4.0,4.0,3.0,1.0,2.0,8.0
224,11.0,18.0,27707.0,0.0,1.0,25.0,1.0,0.0,0.0,3.0,5.0,5.0,5.0,1.0,4.0,8.0
225,8.0,19.0,27706.0,2.0,4.0,79.0,2.0,1.0,0.0,3.0,3.0,4.0,0.0,4.0,2.0,8.0
226,5.0,23.0,27707.0,1.0,0.0,61.0,1.0,0.0,0.0,5.0,5.0,7.0,4.0,2.0,5.0,10.0
227,1.0,24.0,27707.0,0.0,2.0,54.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,5.0,1.0,3.0
228,0.0,27.0,27706.0,0.0,3.0,53.0,0.0,1.0,0.0,3.0,3.0,4.0,3.0,2.0,4.0,6.0
229,10.0,22.0,27705.0,2.0,4.0,54.0,3.0,0.0,0.0,4.0,3.0,7.0,4.0,1.0,4.0,0.0
230,2.0,20.0,27705.0,1.0,4.0,62.0,2.0,1.0,0.0,5.0,3.0,9.0,2.0,4.0,5.0,8.0
231,6.0,18.0,27706.0,1.0,1.0,24.0,1.0,0.0,0.0,4.0,4.0,1.0,0.0,1.0,1.0,0.0
232,7.0,30.0,27707.0,2.0,4.0,6.0,2.0,0.0,0.0,2.0,4.0,3.0,1.0,1.0,4.0,7.0
233,6.0,20.0,27707.0,1.0,3.0,46.0,0.0,0.0,0.0,4.0,3.0,0.0,2.0,3.0,1.0,8.0
234,5.0,22.0,27705.0,2.0,0.0,41.0,4.0,1.0,0.0,3.0,1.0,10.0,4.0,3.0,4.0,1.0
235,10.0,28.0,27706.0,2.0,1.0,77.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,4.0,1.0,8.0
236,8.0,18.0,27705.0,0.0,0.0,12.0,0.0,0.0,0.0,4.0,4.0,5.0,0.0,2.0,2.0,10.0
237,1.0,23.0,27707.0,2.0,3.0,97.0,0.0,0.0,0.0,1.0,5.0,8.0,1.0,2.0,2.0,3.0
238,9.0,30.0,27707.0,2.0,2.0,44.0,0.0,1.0,0.0,5.0,4.0,2.0,3.0,4.0,1.0,10.0
239,3.0,23.0,27705.0,2.0,1.0,34.0,0.0,0.0,0.0,5.0,1.0,4.0,5.0,4.0,4.0,1.0
240,9.0,25.0,27706.0,2.0,4.0,27.0,3.0,0.0,0.0,4.0,3.0,7.0,4.0,2.0,4.0,9.0
241,5.0,28.0,27707.0,0.0,2.0,44.0,4.0,1.0,0.0,4.0,2.0,3.0,3.0,5.0,2.0,6.0
242,3.0,30.0,27705.0,1.0,4.0,67.0,3.0,1.0,0.0,3.0,1.0,4.0,1.0,1.0,3.0,6.0
243,2.0,22.0,27707.0,1.0,2.0,29.0,3.0,1.0,0.0,1.0,3.0,8.0,2.0,5.0,4.0,8.0
244,9.0,23.0,27706.0,1.0,3.0,74.0,2.0,0.0,0.0,1.0,1.0,8.0,1.0,3.0,5.0,0.0
245,3.0,23.0,27705.0,1.0,3.0,17.0,2.0,1.0,0.0,4.0,1.0,9.0,2.0,5.0,4.0,3.0
246,2.0,29.0,27706.0,0.0,3.0,32.0,2.0,0.0,0.0,1.0,4.0,4.0,0.0,5.0,3.0,6.0
247,10.0,21.0,27707.0,2.0,2.0,68.0,4.0,0.0,0.0,1.0,4.0,5.0,5.0,2.0,4.0,2.0
248,0.0,27.0,27705.0,2.0,4.0,17.0,3.0,1.0,0.0,2.0,5.0,7.0,3.0,2.0,5.0,9.0
249,0.0,20.0,27705.0,2.0,1.0,86.0,2.0,1.0,0.0,3.0,3.0,9.0,5.0,5.0,1.0,8.0
250,5.0,25.0,27707.0,0.0,2.0,51.0,1.0,1.0,0.0,5.0,4.0,5.0,1.0,5.0,5.0,9.0
251,0.0,21.0,27707.0,0.0,0.0,85.0,0.0,1.0,0.0,3.0,5.0,7.0,5.0,5.0,5.0,2.0
252,9.0,22.0,27707.0,2.0,4.0,20.0,4.0,0.0,0.0,2.0,4.0,3.0,2.0,5.0,5.0,2.0
253,7.0,28.0,27707.0,0.0,4.0,33.0,2.0,1.0,0.0,3.0,2.0,5.0,0.0,2.0,1.0,9.0
254,8.0,28.0,27706.0,0.0,3.0,16.0,4.0,0.0,0.0,1.0,3.0,0.0,3.0,3.0,2.0,7.0
255,2.0,21.0,27707.0,0.0,4.0,4.0,3.0,0.0,0.0,1.0,3.0,9.0,5.0,5.0,3.0,1.0
256,0.0,26.0,27705.0,2.0,4.0,75.0,2.0,1.0,0.0,2.0,2.0,7.0,1.0,4.0,2.0,6.0
257,4.0,21.0,27705.0,1.0,1.0,69.0,3.0,0.0,0.0,2.0,4.0,10.0,3.0,5.0,5.0,0.0
258,5.0,20.0,27706.0,1.0,4.0,79.0,3.0,0.0,0.0,3.0,3.0,7.0,0.0,1.0,3.0,0.0
259,9.0,18.0,27707.0,2.0,1.0,24.0,1.0,1.0,0.0,2.0,5.0,9.0,5.0,1.0,5.0,2.0
260,8.0,20.0,27707.0,2.0,3.0,13.0,4.0,1.0,0.0,1.0,1.0,6.0,1.0,4.0,3.0,10.0
261,7.0,24.0,27706.0,0.0,0.0,99.0,3.0,1.0,0.0,5.0,3.0,0.0,1.0,1.0,3.0,6.0
262,9.0,18.0,27706.0,0.0,2.0,81.0,0.0,1.0,0.0,1.0,5.0,9.0,4.0,4.0,2.0,9.0
263,6.0,29.0,27707.0,1.0,4.0,75.0,3.0,0.0,0.0,1.0,5.0,7.0,5.0,3.0,5.0,10.0
264,8.0,27.0,27705.0,1.0,4.0,19.0,1.0,0.0,0.0,2.0,3.0,8.0,5.0,2.0,3.0,2.0
265,1.0,22.0,27706.0,2.0,4.0,20.0,1.0,0.0,0.0,3.0,5.0,1.0,3.0,2.0,5.0,7.0
266,7.0,23.0,27705.0,2.0,3.0,30.0,2.0,0.0,0.0,5.0,4.0,4.0,0.0,3.0,4.0,0.0
267,10.0,26.0,27705.0,0.0,4.0,19.0,1.0,0.0,0.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0
268,8.0,27.0,27705.0,0.0,3.0,30.0,4.0,1.0,0.0,5.0,1.0,3.0,2.0,4.0,5.0,9.0
269,5.0,23.0,27707.0,2.0,0.0,53.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,8.0
270,9.0,30.0,27706.0,0.0,3.0,33.0,1.0,1.0,0.0,5.0,4.0,3.0,2.0,4.0,3.0,10.0
271,4.0,18.0,27707.0,0.0,3.0,27.0,0.0,0.0,0.0,4.0,2.0,9.0,3.0,1.0,3.0,2.0
272,5.0,27.0,27706.0,1.0,1.0,15.0,4.0,0.0,0.0,5.0,3.0,5.0,2.0,5.0,4.0,10.0
273,8.0,30.0,27706.0,1.0,1.0,81.0,3.0,0.0,0.0,1.0,5.0,2.0,1.0,1.0,3.0,9.0
274,2.0,22.0,27707.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,8.0,5.0,3.0,5.0,1.0
275,6.0,30.0,27706.0,1.0,3.0,70.0,3.0,0.0,0.0,1.0,2.0,10.0,1.0,2.0,3.0,2.0
276,1.0,29.0,27706.0,1.0,3.0,35.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,7.0
277,9.0,27.0,27707.0,0.0,1.0,96.0,1.0,1.0,0.0,1.0,4.0,6.0,5.0,1.0,1.0,7.0
278,3.0,25.0,27706.0,0.0,2.0,45.0,1.0,1.0,0.0,1.0,4.0,0.0,4.0,2.0,3.0,8.0
279,1.0,30.0,27705.0,0.0,4.0,35.0,0.0,0.0,0.0,3.0,3.0,10.0,3.0,4.0,4.0,10.0
280,0.0,23.0,27705.0,1.0,2.0,26.0,3.0,0.0,0.0,1.0,1.0,5.0,3.0,4.0,4.0,7.0
281,6.0,29.0,27707.0,2.0,2.0,56.0,4.0,1.0,0.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0
282,7.0,19.0,27705.0,2.0,1.0,38.0,3.0,0.0,0.0,5.0,3.0,9.0,2.0,2.0,5.0,5.0
283,4.0,27.0,27706.0,2.0,2.0,85.0,1.0,0.0,0.0,2.0,4.0,10.0,1.0,4.0,4.0,10.0
284,7.0,22.0,27705.0,0.0,3.0,19.0,4.0,0.0,0.0,4.0,1.0,10.0,1.0,2.0,1.0,6.0
285,5.0,26.0,27706.0,2.0,1.0,99.0,4.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,5.0,10.0
286,11.0,24.0,27706.0,0.0,2.0,2.0,3.0,0.0,0.0,3.0,3.0,0.0,5.0,1.0,1.0,3.0
287,10.0,30.0,27705.0,2.0,4.0,64.0,4.0,1.0,0.0,2.0,5.0,7.0,4.0,2.0,5.0,4.0
288,6.0,30.0,27706.0,1.0,1.0,15.0,4.0,0.0,0.0,1.0,1.0,0.0,5.0,2.0,1.0,10.0
289,7.0,27.0,27706.0,1.0,4.0,94.0,1.0,0.0,0.0,4.0,3.0,4.0,1.0,3.0,1.0,6.0
290,0.0,27.0,27707.0,0.0,0.0,12.0,1.0,0.0,0.0,5.0,1.0,7.0,4.0,5.0,5.0,6.0
291,8.0,28.0,27707.0,1.0,1.0,37.0,0.0,1.0,0.0,4.0,2.0,0.0,4.0,5.0,2.0,6.0
292,10.0,23.0,27706.0,1.0,0.0,81.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,5.0,2.0,7.0
293,3.0,30.0,27705.0,1.0,2.0,4.0,3.0,1.0,0.0,1.0,3.0,0.0,5.0,5.0,5.0,3.0
294,1.0,30.0,27707.0,1.0,4.0,66.0,3.0,0.0,0.0,3.0,5.0,7.0,4.0,1.0,1.0,0.0
295,10.0,30.0,27706.0,2.0,4.0,93.0,4.0,1.0,0.0,4.0,4.0,10.0,1.0,2.0,3.0,7.0
296,10.0,27.0,27706.0,2.0,4.0,15.0,4.0,1.0,0.0,1.0,2.0,7.0,5.0,4.0,3.0,4.0
297,5.0,29.0,27707.0,1.0,3.0,16.0,3.0,0.0,0.0,2.0,5.0,9.0,2.0,4.0,1.0,8.0
298,10.0,18.0,27706.0,1.0,0.0,66.0,0.0,0.0,0.0,5.0,3.0,0.0,4.0,4.0,2.0,3.0
299,6.0,25.0,27705.0,2.0,3.0,0.0,2.0,0.0,0.0,2.0,4.0,4.0,1.0,5.0,1.0,9.0
300,9.0,29.0,27707.0,1.0,0.0,80.0,1.0,0.0,0.0,4.0,1.0,9.0,4.0,5.0,4.0,5.0
301,10.0,27.0,27707.0,0.0,0.0,45.0,1.0,0.0,0.0,2.0,2.0,4.0,3.0,4.0,3.0,1.0
302,6.0,20.0,27707.0,2.0,3.0,77.0,0.0,1.0,0.0,4.0,2.0,10.0,0.0,5.0,5.0,3.0
303,6.0,28.0,27705.0,1.0,2.0,78.0,1.0,1.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,10.0
304,5.0,19.0,27706.0,1.0,1.0,59.0,1.0,1.0,0.0,4.0,3.0,4.0,1.0,3.0,4.0,6.0
305,3.0,29.0,27707.0,1.0,2.0,78.0,0.0,0.0,0.0,4.0,2.0,10.0,3.0,2.0,3.0,4.0
306,9.0,19.0,27705.0,1.0,3.0,91.0,4.0,0.0,0.0,3.0,2.0,9.0,5.0,4.0,1.0,8.0
307,2.0,25.0,27705.0,1.0,2.0,29.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,2.0,3.0,1.0
308,4.0,25.0,27705.0,2.0,0.0,54.0,1.0,0.0,0.0,2.0,5.0,0.0,2.0,5.0,4.0,1.0
309,3.0,19.0,27706.0,2.0,2.0,72.0,3.0,1.0,0.0,4.0,2.0,3.0,5.0,1.0,4.0,1.0
310,3.0,20.0,27705.0,1.0,0.0,48.0,2.0,0.0,0.0,1.0,3.0,7.0,5.0,5.0,2.0,5.0
311,0.0,20.0,27707.0,1.0,3.0,62.0,2.0,1.0,0.0,3.0,2.0,0.0,2.0,4.0,4.0,8.0
312,10.0,30.0,27705.0,1.0,1.0,99.0,0.0,1.0,0.0,3.0,4.0,6.0,0.0,2.0,1.0,8.0
313,3.0,26.0,27707.0,1.0,4.0,40.0,0.0,1.0,0.0,2.0,3.0,1.0,4.0,4.0,2.0,1.0
314,11.0,26.0,27706.0,1.0,3.0,34.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,3.0,5.0
315,6.0,25.0,27706.0,2.0,3.0,61.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,3.0,5.0,1.0
316,2.0,26.0,27706.0,2.0,1.0,76.0,2.0,0.0,0.0,1.0,4.0,10.0,3.0,2.0,5.0,1.0
317,4.0,19.0,27707.0,0.0,2.0,50.0,1.0,0.0,0.0,3.0,1.0,6.0,0.0,3.0,5.0,3.0
318,5.0,27.0,27706.0,2.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,4.0
319,10.0,25.0,27705.0,0.0,3.0,81.0,3.0,1.0,0.0,1.0,2.0,5.0,3.0,3.0,4.0,6.0
320,7.0,30.0,27705.0,2.0,0.0,40.0,0.0,1.0,0.0,5.0,5.0,6.0,1.0,3.0,2.0,9.0
321,9.0,30.0,27707.0,1.0,3.0,95.0,2.0,0.0,0.0,3.0,1.0,7.0,2.0,4.0,4.0,4.0
322,0.0,28.0,27705.0,1.0,1.0,4.0,1.0,0.0,0.0,2.0,3.0,10.0,3.0,3.0,4.0,7.0
323,10.0,29.0,27706.0,2.0,3.0,56.0,4.0,0.0,0.0,3.0,4.0,3.0,2.0,4.0,1.0,10.0
324,4.0,22.0,27707.0,1.0,4.0,24.0,2.0,0.0,0.0,3.0,2.0,8.0,2.0,1.0,5.0,0.0
325,6.0,28.0,27706.0,1.0,1.0,85.0,2.0,0.0,0.0,1.0,5.0,7.0,5.0,2.0,3.0,5.0
326,6.0,18.0,27707.0,2.0,2.0,98.0,2.0,1.0,0.0,2.0,2.0,8.0,3.0,5.0,5.0,10.0
327,0.0,27.0,27706.0,0.0,0.0,5.0,0.0,1.0,0.0,5.0,5.0,3.0,3.0,5.0,5.0,9.0
328,9.0,20.0,27705.0,2.0,4.0,35.0,1.0,0.0,0.0,3.0,2.0,2.0,4.0,2.0,4.0,10.0
329,8.0,19.0,27705.0,0.0,0.0,78.0,3.0,0.0,0.0,4.0,5.0,2.0,5.0,2.0,1.0,8.0
330,4.0,26.0,27707.0,0.0,2.0,77.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,2.0,6.0
331,3.0,28.0,27705.0,2.0,0.0,71.0,3.0,0.0,0.0,4.0,4.0,2.0,5.0,5.0,2.0,4.0
332,5.0,30.0,27705.0,0.0,2.0,13.0,0.0,1.0,0.0,2.0,5.0,10.0,1.0,3.0,5.0,9.0
333,7.0,25.0,27707.0,0.0,4.0,35.0,1.0,1.0,0.0,5.0,1.0,9.0,5.0,3.0,5.0,9.0
334,0.0,21.0,27706.0,2.0,3.0,90.0,0.0,1.0,0.0,2.0,5.0,4.0,2.0,2.0,5.0,7.0
335,3.0,29.0,27705.0,1.0,1.0,58.0,1.0,1.0,0.0,5.0,4.0,5.0,3.0,1.0,1.0,4.0
336,5.0,23.0,27707.0,2.0,4.0,56.0,4.0,1.0,0.0,1.0,4.0,2.0,2.0,1.0,5.0,4.0
337,5.0,26.0,27705.0,2.0,2.0,86.0,1.0,1.0,0.0,5.0,4.0,8.0,1.0,3.0,5.0,4.0
338,9.0,23.0,27706.0,2.0,4.0,59.0,1.0,0.0,0.0,3.0,2.0,8.0,1.0,2.0,4.0,9.0
339,3.0,19.0,27705.0,1.0,1.0,41.0,3.0,0.0,0.0,2.0,4.0,9.0,1.0,2.0,5.0,3.0
340,9.0,24.0,27705.0,0.0,2.0,14.0,2.0,0.0,0.0,5.0,4.0,4.0,5.0,5.0,2.0,1.0
341,5.0,26.0,27707.0,0.0,0.0,88.0,1.0,1.0,0.0,2.0,2.0,3.0,3.0,1.0,4.0,2.0
342,10.0,23.0,27707.0,2.0,3.0,22.0,0.0,0.0,0.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0
343,4.0,28.0,27705.0,0.0,1.0,7.0,0.0,0.0,0.0,4.0,2.0,3.0,3.0,5.0,5.0,1.0
344,0.0,18.0,27705.0,0.0,3.0,17.0,4.0,0.0,0.0,3.0,5.0,1.0,5.0,1.0,5.0,3.0
345,7.0,19.0,27706.0,2.0,3.0,55.0,1.0,0.0,0.0,2.0,4.0,6.0,1.0,4.0,2.0,7.0
346,11.0,23.0,27705.0,2.0,2.0,73.0,1.0,0.0,0.0,1.0,3.0,7.0,2.0,1.0,2.0,5.0
347,0.0,20.0,27707.0,0.0,3.0,87.0,1.0,1.0,0.0,5.0,4.0,6.0,0.0,3.0,2.0,2.0
348,11.0,24.0,27705.0,0.0,1.0,59.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0
349,1.0,29.0,27705.0,0.0,2.0,26.0,4.0,1.0,0.0,4.0,2.0,5.0,1.0,2.0,2.0,6.0
350,1.0,28.0,27707.0,2.0,0.0,90.0,0.0,1.0,0.0,4.0,2.0,3.0,4.0,4.0,1.0,8.0
351,11.0,19.0,27707.0,1.0,1.0,91.0,0.0,1.0,0.0,1.0,2.0,7.0,2.0,4.0,1.0,5.0
352,8.0,23.0,27707.0,2.0,4.0,44.0,0.0,0.0,0.0,4.0,3.0,10.0,1.0,2.0,1.0,4.0
353,10.0,19.0,27707.0,0.0,0.0,20.0,3.0,1.0,0.0,4.0,1.0,9.0,4.0,3.0,2.0,6.0
354,5.0,29.0,27707.0,0.0,4.0,29.0,2.0,0.0,0.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0
355,9.0,26.0,27706.0,2.0,1.0,90.0,0.0,0.0,0.0,5.0,2.0,10.0,5.0,1.0,5.0,9.0
356,6.0,27.0,27706.0,1.0,2.0,72.0,1.0,1.0,0.0,2.0,4.0,10.0,3.0,2.0,1.0,1.0
357,11.0,28.0,27706.0,0.0,2.0,26.0,4.0,0.0,0.0,2.0,3.0,8.0,2.0,2.0,4.0,2.0
358,1.0,24.0,27706.0,1.0,0.0,99.0,0.0,0.0,0.0,5.0,1.0,9.0,4.0,3.0,4.0,2.0
359,10.0,20.0,27705.0,1.0,4.0,97.0,4.0,0.0,0.0,5.0,5.0,0.0,4.0,4.0,2.0,7.0
360,7.0,28.0,27707.0,1.0,3.0,36.0,0.0,1.0,0.0,5.0,4.0,4.0,5.0,2.0,2.0,2.0
361,6.0,22.0,27706.0,1.0,2.0,11.0,2.0,0.0,0.0,1.0,4.0,7.0,0.0,2.0,1.0,5.0
362,2.0,30.0,27706.0,0.0,0.0,41.0,1.0,0.0,0.0,5.0,3.0,9.0,0.0,2.0,5.0,9.0
363,9.0,19.0,27707.0,0.0,0.0,79.0,2.0,0.0,0.0,1.0,3.0,10.0,2.0,1.0,1.0,10.0
364,6.0,19.0,27707.0,2.0,1.0,10.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,3.0,5.0,9.0
365,3.0,23.0,27705.0,0.0,3.0,85.0,3.0,0.0,0.0,3.0,3.0,3.0,2.0,2.0,1.0,6.0
366,8.0,29.0,27705.0,1.0,3.0,50.0,2.0,1.0,0.0,5.0,2.0,8.0,2.0,5.0,4.0,0.0
367,5.0,26.0,27706.0,0.0,1.0,23.0,1.0,0.0,0.0,4.0,3.0,2.0,3.0,5.0,1.0,4.0
368,11.0,23.0,27706.0,1.0,3.0,6.0,3.0,0.0,0.0,3.0,3.0,2.0,4.0,1.0,1.0,0.0
369,0.0,23.0,27706.0,1.0,1.0,43.0,3.0,1.0,0.0,3.0,5.0,3.0,1.0,1.0,3.0,4.0
370,5.0,22.0,27706.0,2.0,0.0,65.0,4.0,0.0,0.0,1.0,4.0,8.0,2.0,5.0,1.0,1.0
371,1.0,20.0,27706.0,0.0,4.0,31.0,3.0,0.0,0.0,2.0,3.0,7.0,0.0,1.0,2.0,1.0
372,0.0,20.0,27706.0,1.0,2.0,22.0,4.0,0.0,0.0,4.0,1.0,0.0,5.0,4.0,5.0,6.0
373,4.0,22.0,27706.0,2.0,4.0,97.0,2.0,1.0,0.0,3.0,3.0,10.0,4.0,5.0,3.0,0.0
374,9.0,27.0,27706.0,2.0,0.0,45.0,4.0,1.0,0.0,2.0,5.0,8.0,4.0,4.0,2.0,4.0
375,4.0,23.0,27707.0,2.0,3.0,60.0,0.0,0.0,0.0,1.0,5.0,6.0,3.0,2.0,3.0,5.0
376,8.0,23.0,27707.0,1.0,2.0,86.0,3.0,0.0,0.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0
377,9.0,21.0,27707.0,2.0,3.0,16.0,1.0,0.0,0.0,2.0,2.0,0.0,3.0,1.0,3.0,5.0
378,3.0,19.0,27705.0,1.0,3.0,98.0,4.0,0.0,0.0,2.0,1.0,2.0,1.0,4.0,3.0,0.0
379,1.0,20.0,27705.0,0.0,0.0,23.0,4.0,1.0,0.0,2.0,4.0,5.0,5.0,3.0,2.0,5.0
380,10.0,18.0,27707.0,0.0,4.0,83.0,0.0,1.0,0.0,3.0,2.0,7.0,5.0,4.0,2.0,7.0
381,2.0,29.0,27705.0,0.0,3.0,66.0,3.0,1.0,0.0,4.0,1.0,10.0,1.0,4.0,1.0,1.0
382,4.0,26.0,27705.0,0.0,1.0,75.0,4.0,1.0,0.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0
383,4.0,23.0,27705.0,1.0,4.0,13.0,0.0,0.0,0.0,4.0,2.0,7.0,5.0,1.0,1.0,6.0
384,2.0,23.0,27707.0,1.0,3.0,81.0,2.0,0.0,0.0,2.0,4.0,4.0,0.0,5.0,5.0,4.0
385,0.0,30.0,27705.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,1.0,5.0,1.0
386,11.0,25.0,27706.0,0.0,1.0,82.0,0.0,1.0,0.0,5.0,4.0,8.0,5.0,2.0,5.0,1.0
387,6.0,20.0,27706.0,0.0,4.0,90.0,3.0,1.0,0.0,5.0,4.0,5.0,1.0,2.0,3.0,0.0
388,7.0,22.0,27706.0,2.0,2.0,67.0,3.0,0.0,0.0,1.0,5.0,0.0,5.0,5.0,4.0,4.0
389,9.0,24.0,27707.0,1.0,2.0,8.0,4.0,1.0,0.0,5.0,4.0,3.0,2.0,4.0,1.0,6.0
390,8.0,25.0,27705.0,1.0,3.0,74.0,1.0,0.0,0.0,5.0,1.0,8.0,5.0,2.0,4.0,1.0
391,4.0,29.0,27706.0,2.0,2.0,85.0,1.0,1.0,0.0,4.0,2.0,9.0,2.0,2.0,5.0,3.0
392,2.0,30.0,27707.0,0.0,0.0,34.0,4.0,1.0,0.0,3.0,4.0,6.0,5.0,1.0,1.0,0.0
393,7.0,21.0,27706.0,2.0,0.0,48.0,3.0,0.0,0.0,5.0,3.0,3.0,3.0,4.0,2.0,7.0
394,5.0,30.0,27707.0,2.0,4.0,72.0,4.0,0.0,0.0,1.0,3.0,10.0,3.0,5.0,4.0,0.0
395,2.0,30.0,27707.0,0.0,3.0,75.0,0.0,1.0,0.0,2.0,3.0,0.0,4.0,5.0,3.0,1.0
396,11.0,20.0,27706.0,0.0,0.0,11.0,1.0,1.0,0.0,4.0,3.0,5.0,0.0,5.0,4.0,6.0
397,4.0,28.0,27706.0,0.0,2.0,12.0,0.0,1.0,0.0,3.0,2.0,6.0,4.0,2.0,1.0,4.0
398,6.0,26.0,27706.0,2.0,3.0,73.0,0.0,1.0,0.0,2.0,3.0,0.0,5.0,3.0,5.0,9.0
399,9.0,25.0,27707.0,2.0,4.0,81.0,1.0,0.0,0.0,5.0,1.0,8.0,4.0,1.0,2.0,2.0
400,10.0,20.0,27706.0,0.0,3.0,0.0,2.0,1.0,0.0,2.0,5.0,9.0,0.0,1.0,3.0,6.0
401,4.0,26.0,27707.0,2.0,4.0,67.0,0.0,0.0,0.0,2.0,3.0,4.0,2.0,2.0,3.0,8.0
402,5.0,21.0,27705.0,2.0,4.0,51.0,3.0,0.0,0.0,4.0,1.0,9.0,0.0,5.0,2.0,6.0
403,4.0,25.0,27705.0,2.0,2.0,32.0,4.0,1.0,0.0,2.0,5.0,8.0,5.0,3.0,2.0,1.0
404,10.0,24.0,27706.0,2.0,4.0,12.0,3.0,0.0,0.0,1.0,1.0,4.0,2.0,3.0,5.0,10.0
405,8.0,28.0,27706.0,0.0,4.0,40.0,0.0,0.0,0.0,1.0,2.0,6.0,2.0,5.0,5.0,5.0
406,7.0,19.0,27706.0,0.0,1.0,21.0,3.0,1.0,0.0,3.0,5.0,4.0,3.0,2.0,4.0,10.0
407,8.0,22.0,27706.0,0.0,2.0,29.0,3.0,1.0,0.0,1.0,2.0,8.0,5.0,1.0,4.0,9.0
408,2.0,22.0,27707.0,2.0,2.0,7.0,4.0,0.0,0.0,3.0,2.0,9.0,4.0,2.0,5.0,10.0
409,7.0,23.0,27707.0,1.0,0.0,8.0,3.0,0.0,0.0,1.0,3.0,4.0,1.0,2.0,1.0,5.0
410,9.0,18.0,27707.0,0.0,2.0,41.0,0.0,0.0,0.0,3.0,4.0,7.0,5.0,1.0,1.0,6.0
411,4.0,25.0,27705.0,2.0,4.0,88.0,1.0,0.0,0.0,5.0,2.0,10.0,3.0,2.0,1.0,0.0
412,11.0,26.0,27707.0,0.0,0.0,86.0,3.0,0.0,0.0,2.0,5.0,7.0,4.0,5.0,1.0,8.0
413,11.0,30.0,27707.0,2.0,4.0,75.0,0.0,1.0,0.0,4.0,1.0,5.0,3.0,5.0,3.0,3.0
414,3.0,27.0,27707.0,1.0,4.0,96.0,4.0,1.0,0.0,5.0,3.0,2.0,5.0,2.0,3.0,8.0
